overlay_id,city_key,city_name,icao,lat,lon,role_layer,role_kind,source_family,source_instance_key,provider,product_name,station_or_product_id,source_station_name,source_station_lat,source_station_lon,distance_km,distance_basis,coverage_relation,priority_rank,is_primary,is_derived,derived_from,endpoint_url,delay_minutes,delay_basis,freshness_rule,valid_from,valid_to,verification_status,evidence_refs,notes
seoul|history|wu_history_seoul,seoul,Seoul,RKSI,37.47,126.45,history,settlement_history,wu_icao_history,wu_history_seoul,Weather Underground,Weather Underground Historical Weather,RKSI,RKSI,37.47,126.45,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/kr/seoul/RKSI,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/kr/seoul/RKSI,WU settlement/history page; current settlement source in config/cities.json.
seoul|history|meteostat_bulk_seoul,seoul,Seoul,RKSI,37.47,126.45,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_seoul,Meteostat,Meteostat bulk hourly archive,47113,47113,37.47,126.45,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
seoul|observation|aviationweather_metar_seoul,seoul,Seoul,RKSI,37.47,126.45,observation,airport_metar,aviationweather_metar,aviationweather_metar_seoul,AviationWeather.gov,Aviation Weather METAR,RKSI,RKSI,37.47,126.45,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
seoul|observation|aviationweather_taf_seoul,seoul,Seoul,RKSI,37.47,126.45,observation,airport_taf,aviationweather_taf,aviationweather_taf_seoul,AviationWeather.gov,Aviation Weather TAF,RKSI,RKSI,37.47,126.45,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
seoul|observation|amos_current_seoul,seoul,Seoul,RKSI,37.47,126.45,observation,amos_current,amos_runway_sensors,amos_current_seoul,KMA AMOS,AMOS runway sensor feed,113,113,37.47,126.45,0.000,airport_proxy_unverified,airport,250,true,false,,https://global.amo.go.kr/amosobsnew/AmosRealTimeImage.do,,live page shows latest image; no fixed public SLA found,latest runway sensor image,2026-04-21,,official_partial,https://global.amo.go.kr/amosobsnew/AmosRealTimeImage.do,AMOS runway sensor family for Seoul/Busan.
seoul|nearby|global_metar_cluster_seoul,seoul,Seoul,RKSI,37.47,126.45,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_seoul,PolyWeather composition over AviationWeather,Global METAR cluster,RKSI,Global METAR cluster,37.47,126.45,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
shanghai|forecast|openmeteo_forecast_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_shanghai,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,31.14,121.81,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
shanghai|forecast|openmeteo_ensemble_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_shanghai,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,31.14,121.81,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
shanghai|forecast|openmeteo_previous_runs_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_shanghai,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,31.14,121.81,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
shanghai|history|wu_history_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,history,settlement_history,wu_icao_history,wu_history_shanghai,Weather Underground,Weather Underground Historical Weather,ZSPD,ZSPD,31.14,121.81,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,WU settlement/history page; current settlement source in config/cities.json.
shanghai|observation|aviationweather_metar_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,observation,airport_metar,aviationweather_metar,aviationweather_metar_shanghai,AviationWeather.gov,Aviation Weather METAR,ZSPD,ZSPD,31.14,121.81,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
shanghai|observation|aviationweather_taf_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,observation,airport_taf,aviationweather_taf,aviationweather_taf_shanghai,AviationWeather.gov,Aviation Weather TAF,ZSPD,ZSPD,31.14,121.81,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
shanghai|observation|amsc_awos_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,observation,amsc_awos,amsc_awos,amsc_awos_shanghai,AMSC,AMSC AWOS airport weather,ZSPD,ZSPD,31.14,121.81,0.000,airport_proxy_unverified,airport,250,true,false,,,,no stable public endpoint found in this pass,latest airport weather,2026-04-21,,repo_only,/Users/leofitz/zeus/src/data,China mainland AWOS family observed in repo rules; no public doc re-audited here.
shanghai|nearby|global_metar_cluster_shanghai,shanghai,Shanghai,ZSPD,31.14,121.81,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_shanghai,PolyWeather composition over AviationWeather,Global METAR cluster,ZSPD,Global METAR cluster,31.14,121.81,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
shenzhen|forecast|openmeteo_forecast_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_shenzhen,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,22.64,113.80,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
shenzhen|forecast|openmeteo_ensemble_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_shenzhen,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,22.64,113.80,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
shenzhen|forecast|openmeteo_previous_runs_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_shenzhen,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,22.64,113.80,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
shenzhen|forecast|hko_forecast_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,forecast,hko_forecast,hko_forecast,hko_forecast_shenzhen,Hong Kong Observatory,HKO forecast products,LFS,Lau Fau Shan,22.47,113.98,26.439,official_station_page,city,45,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php,,forecast issue/update cadence varies by product; no single fixed SLA,latest issued forecast,2026-04-21,,official_partial,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,Hong Kong Observatory forecast lane for Shenzhen.
shenzhen|history|wu_history_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,history,settlement_history,wu_icao_history,wu_history_shenzhen,Weather Underground,Weather Underground Historical Weather,ZGSZ,ZGSZ,22.64,113.80,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/cn/shenzhen/ZGSZ,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/cn/shenzhen/ZGSZ,WU settlement/history page; current settlement source in config/cities.json.
shenzhen|settlement|hko_settlement_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,settlement,settlement_current,hko_settlement_current,hko_settlement_shenzhen,Hong Kong Observatory,HKO settlement current,LFS,Lau Fau Shan,22.47,113.98,26.439,official_station_page,city,100,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php,,monthly settlement table / realtime supplement; no fixed minute-level SLA,current settlement source,2026-04-21,,official_explicit,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,Shenzhen uses HKO settlement/current in the current overlay rules.
shenzhen|history|meteostat_bulk_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_shenzhen,Meteostat,Meteostat bulk hourly archive,59493,59493,22.64,113.80,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
shenzhen|observation|hko_obs_shenzhen,shenzhen,Shenzhen,ZGSZ,22.64,113.80,observation,hko_obs,hko_obs,hko_obs_shenzhen,Hong Kong Observatory,HKO regional weather observation,LFS,Lau Fau Shan,22.47,113.98,26.439,official_station_page,city,250,true,false,,https://data.weather.gov.hk/weatherAPI/opendata/weather.php,10,official 10-minute regional observation cadence,10-minute current obs,2026-04-21,,official_explicit,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php; https://data.weather.gov.hk/weatherAPI/opendata/weather.php; https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/HKO_open_data_10min_wind_Documentation.pdf,HKO current observation lane.
singapore|forecast|openmeteo_forecast_singapore,singapore,Singapore,WSSS,1.37,103.98,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_singapore,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,1.37,103.98,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
singapore|forecast|openmeteo_ensemble_singapore,singapore,Singapore,WSSS,1.37,103.98,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_singapore,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,1.37,103.98,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
singapore|forecast|openmeteo_previous_runs_singapore,singapore,Singapore,WSSS,1.37,103.98,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_singapore,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,1.37,103.98,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
singapore|history|wu_history_singapore,singapore,Singapore,WSSS,1.37,103.98,history,settlement_history,wu_icao_history,wu_history_singapore,Weather Underground,Weather Underground Historical Weather,WSSS,WSSS,1.37,103.98,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/sg/singapore/WSSS,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/sg/singapore/WSSS,WU settlement/history page; current settlement source in config/cities.json.
singapore|history|meteostat_bulk_singapore,singapore,Singapore,WSSS,1.37,103.98,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_singapore,Meteostat,Meteostat bulk hourly archive,48698,48698,1.37,103.98,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
singapore|observation|aviationweather_metar_singapore,singapore,Singapore,WSSS,1.37,103.98,observation,airport_metar,aviationweather_metar,aviationweather_metar_singapore,AviationWeather.gov,Aviation Weather METAR,WSSS,WSSS,1.37,103.98,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
singapore|observation|aviationweather_taf_singapore,singapore,Singapore,WSSS,1.37,103.98,observation,airport_taf,aviationweather_taf,aviationweather_taf_singapore,AviationWeather.gov,Aviation Weather TAF,WSSS,WSSS,1.37,103.98,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
singapore|nearby|global_metar_cluster_singapore,singapore,Singapore,WSSS,1.37,103.98,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_singapore,PolyWeather composition over AviationWeather,Global METAR cluster,WSSS,Global METAR cluster,1.37,103.98,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
taipei|forecast|openmeteo_forecast_taipei,taipei,Taipei,RCSS,25.07,121.55,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_taipei,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,25.07,121.55,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
taipei|forecast|openmeteo_ensemble_taipei,taipei,Taipei,RCSS,25.07,121.55,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_taipei,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,25.07,121.55,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
taipei|forecast|openmeteo_previous_runs_taipei,taipei,Taipei,RCSS,25.07,121.55,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_taipei,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,25.07,121.55,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
taipei|forecast|cwa_forecast_taipei,taipei,Taipei,RCSS,25.07,121.55,forecast,cwa_forecast,cwa_forecast,cwa_forecast_taipei,Central Weather Administration,CWA forecast O-D0047-061,F-D0047-061,CWA Taipei forecast grid,25.07,121.55,0.000,model_anchor,city,46,true,false,,https://opendata.cwa.gov.tw/api/v1/rest/datastore/F-D0047-061,360,official 6-hour forecast issuance cycle,latest issued forecast,2026-04-21,,official_explicit,https://opendata.cwa.gov.tw/dataset/observation/O-A0003-001; https://opendata.cwa.gov.tw/dataset/forecast/F-D0047-061; https://opendata.cwa.gov.tw/dist/opendata-swagger.html,Taipei forecast supplement from the CWA API.
taipei|history|wu_history_taipei,taipei,Taipei,RCSS,25.07,121.55,history,settlement_history,wu_icao_history,wu_history_taipei,Weather Underground,Weather Underground Historical Weather,RCSS,RCSS,25.07,121.55,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/tw/taipei/RCSS,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/tw/taipei/RCSS,WU settlement/history page; current settlement source in config/cities.json.
taipei|settlement|cwa_settlement_taipei,taipei,Taipei,RCSS,25.07,121.55,settlement,settlement_current,cwa_settlement_current,cwa_settlement_taipei,Central Weather Administration,CWA station + settlement current,46692 / RCSS,Taipei Station 46692,25.04,121.51,5.231,official_station_page,city,100,true,false,,https://opendata.cwa.gov.tw/api/v1/rest/datastore/O-A0003-001,10,official 10-minute observation cadence,current settlement source,2026-04-21,,official_explicit,https://opendata.cwa.gov.tw/dataset/observation/O-A0003-001; https://opendata.cwa.gov.tw/dataset/forecast/F-D0047-061; https://opendata.cwa.gov.tw/dist/opendata-swagger.html,Taipei settlement/current current-overlay route; historical cwa_station path is retired.
taipei|history|meteostat_bulk_taipei,taipei,Taipei,RCSS,25.07,121.55,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_taipei,Meteostat,Meteostat bulk hourly archive,46696,46696,25.07,121.55,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
taipei|observation|aviationweather_metar_taipei,taipei,Taipei,RCSS,25.07,121.55,observation,airport_metar,aviationweather_metar,aviationweather_metar_taipei,AviationWeather.gov,Aviation Weather METAR,RCSS,RCSS,25.07,121.55,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
taipei|observation|aviationweather_taf_taipei,taipei,Taipei,RCSS,25.07,121.55,observation,airport_taf,aviationweather_taf,aviationweather_taf_taipei,AviationWeather.gov,Aviation Weather TAF,RCSS,RCSS,25.07,121.55,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
taipei|observation|cwa_settlement_nearby_taipei,taipei,Taipei,RCSS,25.07,121.55,observation,cwa_settlement_nearby,cwa_settlement_nearby,cwa_settlement_nearby_taipei,Central Weather Administration,CWA nearby station / settlement mirror,46692,Taipei Station 46692,25.04,121.51,5.231,official_station_page,nearby_cluster,255,false,true,cwa_settlement_current,https://opendata.cwa.gov.tw/api/v1/rest/datastore/O-A0003-001,10,same 10-minute observation feed as CWA current,nearby settlement mirror,2026-04-21,,official_explicit,https://opendata.cwa.gov.tw/dataset/observation/O-A0003-001; https://opendata.cwa.gov.tw/dataset/forecast/F-D0047-061; https://opendata.cwa.gov.tw/dist/opendata-swagger.html,CWA nearby/settlement mirror retained in the overlay for Taipei.
tel-aviv|forecast|openmeteo_forecast_tel-aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_tel-aviv,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,32.01,34.89,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
tel-aviv|forecast|openmeteo_ensemble_tel-aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_tel-aviv,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,32.01,34.89,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
tel-aviv|forecast|openmeteo_previous_runs_tel-aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_tel-aviv,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,32.01,34.89,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
tel-aviv|settlement|noaa_settlement_tel-aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,settlement,settlement_current,noaa_settlement_current,noaa_settlement_tel-aviv,NOAA / weather.gov,weather.gov WRH timeseries,LLBG,LLBG,32.01,34.89,0.000,same_airport_proxy,city,100,true,false,,https://www.weather.gov/wrh/timeseries?site=LLBG,,no fixed public SLA; current page is the settlement source,current settlement source,2026-04-21,,official_partial,/Users/leofitz/zeus/config/cities.json; https://www.weather.gov/documentation/services-web-api,Current settlement route for the NOAA-settled city.
tel-aviv|observation|ogimet_metar_tel-aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,observation,ogimet_metar,ogimet_metar,ogimet_metar_tel-aviv,Ogimet,Ogimet METAR mirror of NOAA bulletins,LLBG,LLBG,32.01,34.89,0.000,same_airport_proxy,airport,205,false,true,NOAA METAR bulletins,https://www.ogimet.com/cgi-bin/getmetar,,mirror delay depends on upstream bulletin availability; no fixed public SLA,current mirror / historical archive,2026-04-21,,official_partial,https://www.ogimet.com/cgi-bin/getmetar; /Users/leofitz/zeus/architecture/data_sources_registry_2026_05_08.yaml,NOAA-settled city mirror used in the current overlay.
tel-aviv|observation|ims_current_tel_aviv,tel-aviv,Tel Aviv,LLBG,32.01,34.89,observation,ims_current,ims_observation_api,ims_current_tel_aviv,Israel Meteorological Service,IMS ObservationDataAPI,177380 / 178,Tel Aviv Coast,32.06,34.76,13.456,official_station_page,city,252,true,false,,https://ims.gov.il/en/ObservationDataAPI,10,official 10-minute observation database / API family,current station observations,2026-04-21,,official_explicit,https://ims.gov.il/en/ObservationDataAPI; https://ims.gov.il/en/data_gov,Tel Aviv supplemental live current lane.
